Name,Year_of_Release,Genre,Platform_Name,Publisher_Name
Eiken DS,2007,Misc,DS,Rocket Company
Hannspree Ten Kate Honda: SBK Superbike World Championship,2007,Racing,PS2,Black Bean Games
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,2007,Racing,PS2,Midway Games
Make 10: A Journey of Numbers,2007,Puzzle,DS,Nintendo
Operation Darkness,2007,Role-Playing,X360,Success
Showtime Championship Boxing,2007,Fighting,Wii,Zoo Digital Publishing
The Sims 2: Seasons,2007,Simulation,PC,Electronic Arts
Anubis II,2007,Platform,Wii,Metro 3D
Heavenly Guardian,2007,Shooter,Wii,505 Games
Operation: Vietnam,2007,Shooter,DS,Majesco Entertainment
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,2007,Adventure,PS2,Alchemist
Dynasty Warriors DS: Fighter's Battle,2007,Action,DS,Tecmo Koei
Zettai Onkan Otoda Master,2007,Role-Playing,DS,Hudson Soft
Dragoneer's Aria,2007,Role-Playing,PSP,Tecmo Koei
N+,2007,Platform,DS,Atari
Shin Lucky * Star: Moe Drill ~Tabidachi~,2007,Action,DS,Kadokawa Shoten
Lost in Blue 2,2007,Adventure,DS,Konami Digital Entertainment
Fatal Fury: Battle Archives Volume 2,2007,Fighting,PS2,SNK Playmore
R-Type Command,2007,Strategy,PSP,Rising Star Games
Age of Empires III: The Asian Dynasties,2007,Strategy,PC,Microsoft Game Studios
Dungeon Maker II: The Hidden War,2007,Role-Playing,PSP,Global A Entertainment
Doraemon: Nobita no Shin Makai Daibouken DS,2007,Role-Playing,DS,Sega
Interactive Storybook DS Series 1,2007,Misc,DS,Tommo
Walt Disney Pictures Presents Enchanted,2007,Platform,DS,Disney Interactive Studios
Orcs & Elves,2007,Role-Playing,DS,Electronic Arts
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,2007,Action,DS,Namco Bandai Games
Legend of the Dragon,2007,Fighting,Wii,Game Factory
Kiniro no Corda 2,2007,Role-Playing,PS2,Tecmo Koei
Octomania,2007,Puzzle,Wii,Midas Interactive Entertainment
Fishing Master (jp sales),2007,Sports,Wii,Konami Digital Entertainment
Pawly Pets: My Vet Practice,2007,Strategy,DS,Ubisoft
Seaman 2: Peking Genjin Ikusei Kit,2007,Simulation,PS2,Sega
Panzer Tactics,2007,Strategy,DS,10TACLE Studios
The Legend of Heroes: Trails in the Sky Second Chapter,2007,Role-Playing,PSP,Falcom Corporation
Spy Games: Elevator Mission,2007,Shooter,Wii,Tommo
Arkanoid DS,2007,Puzzle,DS,Square Enix
Disney's Kim Possible: Global Gemini,2007,Platform,DS,Disney Interactive Studios
Coded Arms: Contagion,2007,Shooter,PSP,Konami Digital Entertainment
Kurupoto Cool Cool Stars,2007,Action,DS,Starfish
The Witcher,2007,Role-Playing,PC,Atari
Warriors of the Lost Empire,2007,Role-Playing,PSP,Mercury Games
Foster's Home for Imaginary Friends: Imagination Invaders,2007,Adventure,DS,Midway Games
Pro Yakyuu Netsu Star 2007,2007,Sports,PS2,Namco Bandai Games
Izuna 2: The Unemployed Ninja Returns,2007,Role-Playing,DS,Success
Zendoku,2007,Puzzle,DS,Eidos Interactive
Crazy Chicken: Pharaoh's Treasure,2007,Puzzle,DS,Phenomedia
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,Shooter,PC,THQ
Hajime no Ippo Portable: Victorious Spirits,2007,Fighting,PSP,Grand Prix Games
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,2007,Fighting,DS,Takara Tomy
Mana Khemia: Alchemists of Al-Revis,2007,Role-Playing,PS2,Nippon Ichi Software
Wantame Fortune Channel,2007,Misc,DS,Capcom
Bleach: Blade Battlers 2nd,2007,Fighting,PS2,Sony Computer Entertainment
Kaite Shabette Hajimeyou! Monster Farm DS,2007,Role-Playing,DS,Tecmo Koei
Dungeon Explorer: Warriors of Ancient Arts,2007,Role-Playing,DS,Rising Star Games
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",2007,Misc,PS2,D3Publisher
Meitantei Conan: Tantei Ryoku Trainer,2007,Misc,DS,Namco Bandai Games
Backyard NFL Football '08,2007,Sports,PS2,Atari
Domino Rally,2007,Action,Wii,Nordcurrent
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,2007,Action,DS,Takara Tomy
UEFA Champions League 2006-2007,2007,Sports,X360,Electronic Arts
Myth Makers: Orbs of Doom,2007,Puzzle,Wii,Popcorn Arcade
Code Lyoko,2007,Action,DS,Game Factory
Taito Legends Power Up,2007,Action,PSP,Destineer
Tsumiki: Block Drop Mania,2007,Action,DS,Nobilis
Pony Friends,2007,Simulation,DS,Eidos Interactive
Air Traffic Chaos,2007,Simulation,DS,Ertain
Prism: Light the Way,2007,Puzzle,DS,Eidos Interactive
Microsoft Flight Simulator X Acceleration Expansion Pack,2007,Simulation,PC,Microsoft Game Studios
Ontamarama,2007,Action,DS,Atlus
DokiDoki Majo Shinpan!,2007,Adventure,DS,SNK Playmore
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,2007,Action,DS,Namco Bandai Games
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,2007,Misc,DS,Spike
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,2007,Misc,PS2,Irem Software Engineering
Sea Monsters: A Prehistoric Adventure,2007,Adventure,Wii,Zushi Games
Hokuto no Ken,2007,Fighting,PS2,Sega
Yu-Gi-Oh! World Championship 2007,2007,Strategy,DS,Konami Digital Entertainment
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",2007,Adventure,PS2,505 Games
Furu Furu Park,2007,Misc,Wii,Taito
D.Gray-man: Kami no Shitotachi,2007,Adventure,DS,Konami Digital Entertainment
GrimGrimoire,2007,Strategy,PS2,Tecmo Koei
Tokimeki Memorial: Girls Side 1st Love,2007,Adventure,DS,Konami Digital Entertainment
Growlanser VI: Precarious World,2007,Role-Playing,PS2,Atlus
Boing! Docomodake DS,2007,Puzzle,DS,Ignition Entertainment
Kiniro no Corda 2 Encore,2007,Role-Playing,PS2,Tecmo Koei
Silent Hunter: Wolves of the Pacific,2007,Simulation,PC,Ubisoft
Billy the Wizard: Rocket Broomstick Racing,2007,Racing,Wii,Metro 3D
Pool Party,2007,Sports,Wii,SouthPeak Games
MiniCopter: Adventure Flight,2007,Simulation,Wii,505 Games
Crazy Chicken: Atlantis Quest,2007,Platform,DS,Phenomedia
Counter Force,2007,Shooter,Wii,505 Games
City Life: World Edition,2007,Simulation,PC,Monte Christo Multimedia
Mana Khemia: Alchemists of Al-Revis (JP sales),2007,Role-Playing,PS2,Nippon Ichi Software
Guilty Gear XX Accent Core,2007,Fighting,PS2,Unknown
Yes! PreCure 5,2007,Action,DS,Namco Bandai Games
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,2007,Misc,PS2,Paon
Dead Head Fred,2007,Action,PSP,D3Publisher
Monster Trux Arenas: Special Edition,2007,Racing,Wii,Popcorn Arcade
Castle of Shikigami III,2007,Shooter,Wii,PQube
The Monkey King: The Legend Begins,2007,Shooter,Wii,Starfish
Platinum Sudoku,2007,Puzzle,DS,Ubisoft
Pocket Pool,2007,Action,PSP,Conspiracy Entertainment
Lise no Atelier: Ordre no Renkinjutsushi,2007,Role-Playing,DS,Gust
Watashi no Relaxuma,2007,Simulation,DS,Rocket Company
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,2007,Sports,PS2,Konami Digital Entertainment
Banushi Life Game: Winner's Circle,2007,Sports,DS,Genki
Company of Heroes: Opposing Fronts,2007,Strategy,PC,THQ
PopCap Arcade Vol 1,2007,Puzzle,X360,PopCap Games
SWAT: Target Liberty,2007,Shooter,PSP,Vivendi Games
Meteos: Disney Magic,2007,Puzzle,DS,Disney Interactive Studios
Imabikisou,2007,Adventure,PS3,Sega
Empire Earth III,2007,Strategy,PC,Vivendi Games
King of Fighters: Maximum Impact Regulation A,2007,Fighting,PS2,SNK Playmore
Who Wants to be a Millionaire: 1st Edition,2007,Misc,DS,Ubisoft
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,2007,Misc,DS,Namco Bandai Games
Brothers In Arms DS,2007,Shooter,DS,Ubisoft
Draglade (JP sales),2007,Fighting,DS,505 Games
Supreme Commander: Forged Alliance,2007,Strategy,PC,THQ
Holly Hobbie & Friends,2007,Misc,DS,Majesco Entertainment
R-Type Command (correct US sales),2007,Strategy,PSP,Rising Star Games
Real Soccer 2008,2007,Sports,DS,Ubisoft
Rugby 08,2007,Sports,PS2,Electronic Arts
Bubble Bobble Double Shot,2007,Puzzle,DS,Rising Star Games
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,2007,Adventure,DS,D3Publisher
Napoleon Dynamite: The Game,2007,Puzzle,PSP,Crave Entertainment
Enchanted Arms (JP sales),2007,Role-Playing,PS3,Ubisoft
Onsei Kanjou Sokuteiki: Kokoro Scan,2007,Misc,DS,Sega
World in Conflict,2007,Strategy,PC,Vivendi Games
Super Robot Taisen: Scramble Commander the 2nd,2007,Strategy,PS2,Banpresto
Gothic Universe,2007,Role-Playing,PC,JoWood Productions
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,2007,Racing,DS,Zoo Digital Publishing
NHRA Drag Racing: Countdown to the Championship,2007,Racing,PS2,THQ
Boulder Dash: Rocks!,2007,Puzzle,DS,10TACLE Studios
Wangan Midnight,2007,Racing,PS3,Genki
Kekkaishi: Kokubourou no Kage,2007,Action,Wii,Namco Bandai Games
Women's Volleyball Championship,2007,Sports,PS2,Spike
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,2007,Sports,Wii,Konami Digital Entertainment
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,2007,Misc,PS2,Tecmo Koei
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,2007,Role-Playing,PSP,Nippon Ichi Software
Metal Gear Solid: The Essential Collection (JP sales),2007,Adventure,PS2,Konami Digital Entertainment
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,2007,Misc,PS2,Hackberry
Safari Adventures: Africa,2007,Adventure,Wii,Neko Entertainment
Suujin Taisen,2007,Strategy,DS,Nintendo
Combat Mission: Shock Force,2007,Strategy,PC,Paradox Interactive
Mystery Case Files: Ravenhearst,2007,Puzzle,PC,Focus Home Interactive
River King: Mystic Valley (jp sales),2007,Sports,DS,Rising Star Games
Mame Goma: Honobo no Nikki,2007,Simulation,DS,TDK Core
Arthur and the Invisibles,2007,Adventure,DS,Atari
Flipper Critters,2007,Simulation,DS,Conspiracy Entertainment
Saru! Get You! SaruSaru Daisakusen,2007,Platform,PSP,Sony Computer Entertainment
Vegas Casino,2007,Misc,DS,Neko Entertainment
Underground Pool,2007,Sports,DS,UFO Interactive
Konami Classics Series: Arcade Hits,2007,Misc,DS,Konami Digital Entertainment
Hiiro no Kakera 2: Hisui no Shizuku,2007,Adventure,PS2,Idea Factory
Eyeshield 21: Field Saikyou no Senshi Tachi,2007,Role-Playing,Wii,Nintendo
BeatMania IIDX 13: DistorteD,2007,Simulation,PS2,Konami Digital Entertainment
Hot Pixel,2007,Puzzle,PSP,Atari
Pet Alien: An Intergalactic Puzzlepalooza,2007,Action,DS,Game Factory
Minna no Golf Jou Vol.1,2007,Sports,PSP,Sony Computer Entertainment
Pop'n Music 14 Fever!,2007,Misc,PS2,Konami Digital Entertainment
Code Geass: Hangyaku no Lelouch,2007,Action,DS,Namco Bandai Games
Galaxy Angel II: Mugen Kairou no Kagi,2007,Strategy,PS2,Broccoli
Drake & Josh: Talent Showdown,2007,Adventure,DS,THQ
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,2007,Action,DS,Namco Bandai Games
Betty Boop's Double Shift,2007,Puzzle,DS,Zoo Digital Publishing
HotBrain,2007,Puzzle,PSP,Midway Games
Gintama: Banji Oku Chuubu!,2007,Action,Wii,Namco Bandai Games
Negima!? Dream Tactic Yumemiru Otome Princess,2007,Strategy,PS2,Konami Digital Entertainment
Eco Creatures: Save The Forest,2007,Adventure,DS,Rising Star Games
Dragon Tamer: Sound Spirit,2007,Role-Playing,DS,Namco Bandai Games
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,2007,Fighting,PS2,Banpresto
The Sims 2: Bon Voyage,2007,Simulation,PC,Electronic Arts
Kabu Trader Shun,2007,Action,DS,Capcom
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,2007,Sports,DS,Marvelous Interactive
AniMates!,2007,Simulation,DS,Lexicon Entertainment
Age of Empires III: Gold Edition,2007,Strategy,PC,Microsoft Game Studios
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,2007,Misc,PS2,Sega
Rock 'N' Roll Adventures,2007,Platform,Wii,Popcorn Arcade
Gakuen Alice: WakuWaku * Happy Friends,2007,Adventure,DS,Kids Station
DEATH NOTE: L o Tsugu Mono,2007,Adventure,DS,Konami Digital Entertainment
Shinseiki Evangelion: Battle Orchestra,2007,Fighting,PS2,Broccoli
The Settlers: Rise of an Empire,2007,Strategy,PC,Ubisoft
Chili Con Carnage,2007,Shooter,PSP,Eidos Interactive
O.M.G. 26 - Our Mini Games,2007,Puzzle,DS,505 Games
Wangan Midnight Portable,2007,Racing,PSP,Genki
SimCity Societies,2007,Simulation,PC,Electronic Arts
Bomberman Story DS,2007,Role-Playing,DS,Rising Star Games
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,2007,Action,DS,Konami Digital Entertainment
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,2007,Adventure,PS2,Marvelous Interactive
Nanatsuiro * Drops Pure!!,2007,Adventure,PS2,Media Works
G1 Jockey Wii,2007,Sports,Wii,Tecmo Koei
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,2007,Fighting,PS2,Yuke's
Ikki Tousen: Shining Dragon,2007,Role-Playing,PS2,Marvelous Interactive
Minna no Chizu 2,2007,Misc,PSP,Zenrin
Interactive Storybook DS Series 3,2007,Misc,DS,Tommo
Balls of Fury,2007,Sports,Wii,Zoo Digital Publishing
Warriors of the Lost Empire (JP sales),2007,Role-Playing,PSP,Mercury Games
Jissen Pachinko Hisshouhou! CR Sakura Taisen,2007,Misc,PS2,Sega
Happiness! De-Lucks,2007,Adventure,PS2,Marvelous Interactive
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,2007,Misc,PS2,Sega
Legend: Hand of God,2007,Role-Playing,PC,DTP Entertainment
Tengen Toppa Gurren-Lagann,2007,Action,DS,Konami Digital Entertainment
Jinsei Game Wii,2007,Misc,Wii,Takara Tomy
Meitantei Evangelion,2007,Adventure,PS2,Broccoli
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,2007,Misc,DS,Tecmo Koei
Super PickUps,2007,Racing,PS2,XS Games
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,2007,Adventure,DS,Marvelous Interactive
Hellgate: London,2007,Role-Playing,PC,Electronic Arts
Chicken Hunter,2007,Shooter,DS,Phoenix Games
Pippa Funnell: Ranch Rescue,2007,Adventure,Wii,Ubisoft
B-17: Fortress in the Sky,2007,Simulation,DS,DSI Games
Winning Post 7: Maximum 2007,2007,Sports,PS2,Tecmo Koei
Nervous Brickdown,2007,Puzzle,DS,Eidos Interactive
Spanish for Everyone!,2007,Puzzle,DS,Activision
UFO: Trilogy,2007,Strategy,PC,Unknown
AIR,2007,Adventure,PSP,Prototype
Katekyoo Hitman Reborn! Dream Hyper Battle!,2007,Fighting,PS2,Marvelous Interactive
Elvandia Story,2007,Role-Playing,PS2,Spike
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,2007,Action,PS2,Marvelous Interactive
Guitar Freaks V3 & DrumMania V3,2007,Simulation,PS2,Konami Digital Entertainment
Snow Portable,2007,Adventure,PSP,Prototype
Guitar Freaks & DrumMania: Masterpiece Gold,2007,Simulation,PS2,Konami Digital Entertainment
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),2007,Strategy,PS2,Konami Digital Entertainment
Garfield's Nightmare,2007,Platform,DS,Game Factory
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,2007,Role-Playing,PS2,Sega
Arabians Lost: The Engagement on Desert,2007,Adventure,PS2,Prototype
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,2007,Misc,DS,Gakken
Puzzle Guzzle,2007,Puzzle,PSP,DHM Interactive
Myth Makers: Super Kart GP,2007,Racing,Wii,Popcorn Arcade
Frisbee Disc Freestyle / Frisbee Disc Golf,2007,Sports,DS,DSI Games
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",2007,Adventure,PS2,Kadokawa Shoten
Bakumatsu Renka: Karyuu Kenshi-den,2007,Adventure,PS2,D3Publisher
Haneru no Tobira Wii: Girigirissu,2007,Misc,Wii,Namco Bandai Games
NEVES,2007,Puzzle,DS,Ignition Entertainment
Kabushiki Baibai Trainer: Kabutore! Next,2007,Simulation,DS,Konami Digital Entertainment
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,2007,Misc,PS2,D3Publisher
Cabbage Patch Kids: The Patch Puppy Rescue,2007,Misc,GBA,D3Publisher
Amagoushi no Yakata,2007,Adventure,PS2,Nippon Ichi Software
Cookie & Cream,2007,Platform,DS,505 Games
Let's Yoga!,2007,Misc,DS,Konami Digital Entertainment
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,2007,Adventure,PS2,Marvelous Interactive
Cube,2007,Puzzle,PSP,D3Publisher
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,2007,Racing,PS2,Sunrise Interactive
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,2007,Misc,DS,Gakken
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,2007,Simulation,Wii,Taito
Let's Pilates!,2007,Misc,DS,Konami Digital Entertainment
Memories Off #5: Encore,2007,Adventure,PS2,CyberFront
Busou Renkin: Youkoso Papillon Park e,2007,Action,PS2,Marvelous Interactive
Zoey 101: Field Trip Fiasco,2007,Action,DS,THQ
Monster Trux Offroad,2007,Racing,Wii,Popcorn Arcade
Shinkyoku Soukai Polyphonica,2007,Adventure,PS2,Prototype
San Goku Shi DS 2,2007,Strategy,DS,Tecmo Koei
Triggerheart Exelica,2007,Shooter,DC,Warashi
Tennis no Oji-Sama: Card Hunter,2007,Strategy,PS2,Konami Digital Entertainment
Race Driver: Create & Race,2007,Racing,DS,Codemasters
Pippa Funnell 2: Farm Adventures,2007,Simulation,DS,Ubisoft
Pachinko Kaou: Misora Hibari,2007,Misc,PS2,Hackberry
Drone Tactics,2007,Strategy,DS,Success
Ship Simulator 2008,2007,Simulation,PC,Lighthouse Interactive
Ouran Koukou Host Bu,2007,Adventure,PS2,Idea Factory
Dragon Zakura DS,2007,Misc,DS,Electronic Arts
Neverwinter Nights 2: Mask of the Betrayer,2007,Role-Playing,PC,Atari
Wiffle Ball Advance,2007,Sports,DS,Zoo Digital Publishing
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,2007,Misc,DS,D3Publisher
Theatre Of War,2007,Strategy,PC,Kalypso Media
SoulCalibur Legends (JP sales),2007,Action,Wii,Namco Bandai Games
Rail Simulator,2007,Simulation,PC,Electronic Arts
Rozen Maiden: Gebetgarten,2007,Fighting,PS2,Taito
Fatal Fury: Battle Archives Volume 2 (JP sales),2007,Fighting,PS2,SNK Playmore
Jewel Quest II,2007,Puzzle,PC,Avanquest
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,2007,Strategy,PS2,D3Publisher
Aa Megami-samaa,2007,Adventure,PS2,Marvelous Interactive
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,2007,Adventure,PS2,Datam Polystar
F.E.A.R. Perseus Mandate,2007,Shooter,PC,Vivendi Games
Jinsei Game Q DS: Shouwa no Dekigoto,2007,Misc,DS,Takara Tomy
Doraemon Wii: Himitsu Douguou Ketteisen!,2007,Misc,Wii,Sega
Goku Makaimura Kai,2007,Platform,PSP,Capcom
Myself; Yourself,2007,Adventure,PS2,Yeti
Slide Adventure: Mag Kid,2007,Action,DS,Nintendo
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,2007,Adventure,PS2,Alchemist
Jam Sessions: Sing and Play Guitar (jp sales),2007,Misc,DS,Ubisoft
Rondo of Swords (jp sales),2007,Role-Playing,DS,Success
Fashionable Puppy: Oshare na Koinu DS,2007,Simulation,DS,MTO
Idol Janshi Suchie-Pai IV,2007,Misc,PS2,Jaleco
Fullmetal Alchemist: Trading Card Game,2007,Misc,DS,Destineer
Luxor: Pharaoh's Challenge,2007,Puzzle,DS,Funsta
Hoshigami: Ruining Blue Earth Remix,2007,Role-Playing,DS,505 Games
Nova Usagi no Game de Ryuugaku!? DS,2007,Misc,DS,Konami Digital Entertainment
San-X: Chara Sagashi Land,2007,Action,DS,MTO
Vitamin X,2007,Adventure,PS2,D3Publisher
The Wild West,2007,Action,DS,Majesco Entertainment
World Heroes Anthology,2007,Fighting,PS2,Ignition Entertainment
Routes PE,2007,Adventure,PS2,Aqua Plus
G1 Jockey 4 2007,2007,Sports,PS2,Tecmo Koei
Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,2007,Fighting,PS2,Capcom
Magicians Academy,2007,Role-Playing,PS2,Enterbrain
Hospital Tycoon,2007,Strategy,PC,Codemasters
Case Closed: One Truth Prevails,2007,Adventure,Wii,Nobilis
Palais de Reine,2007,Strategy,PS2,Interchannel-Holon
Imagine Figure Skater (JP sales),2007,Sports,DS,Ubisoft
Mahou Sensei Negima!? Neo-Pactio Fight!!,2007,Fighting,Wii,Marvelous Interactive
Original Frisbee Disc Sports: Ultimate & Golf,2007,Action,DS,"Destination Software, Inc"
Mini Desktop Racing,2007,Racing,Wii,Popcorn Arcade
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,2007,Role-Playing,PSP,Falcom Corporation
Mario Kart Wii,2008,Racing,Wii,Nintendo
Super Smash Bros. Brawl,2008,Fighting,Wii,Nintendo
Grand Theft Auto IV,2008,Action,X360,Take-Two Interactive
Pok?mon Platinum Version,2008,Role-Playing,DS,Nintendo
Call of Duty: World at War,2008,Shooter,X360,Activision
Gears of War 2,2008,Shooter,X360,Microsoft Game Studios
Metal Gear Solid 4: Guns of the Patriots,2008,Action,PS3,Konami Digital Entertainment
LittleBigPlanet,2008,Platform,PS3,Sony Computer Entertainment
Monster Hunter Freedom Unite,2008,Role-Playing,PSP,Capcom
Fallout 3,2008,Role-Playing,X360,Bethesda Softworks
Animal Crossing: City Folk,2008,Simulation,Wii,Nintendo
Fable II,2008,Role-Playing,X360,Microsoft Game Studios
LEGO Indiana Jones: The Original Adventures,2008,Action,X360,Activision
Guitar Hero: World Tour,2008,Misc,Wii,Activision
Left 4 Dead,2008,Shooter,X360,Electronic Arts
Guitar Hero: On Tour,2008,Misc,DS,Activision
LEGO Batman: The Videogame,2008,Action,X360,Warner Bros. Interactive Entertainment
Professor Layton and the Unwound Future,2008,Puzzle,DS,Nintendo
Wii Music,2008,Misc,Wii,Nintendo
God of War: Chains of Olympus,2008,Action,PSP,Sony Computer Entertainment
Rhythm Heaven,2008,Misc,DS,Nintendo
Club Penguin: Elite Penguin Force,2008,Adventure,DS,Disney Interactive Studios
Kung Fu Panda,2008,Action,X360,Activision
Saints Row 2,2008,Action,X360,THQ
Kirby Super Star Ultra,2008,Platform,DS,Nintendo
Sega Superstars Tennis,2008,Sports,X360,Sega
Star Wars: The Force Unleashed,2008,Action,X360,LucasArts
Style Savvy,2008,Simulation,DS,Nintendo
FIFA Soccer 09,2008,Sports,PS3,Electronic Arts
Deca Sports,2008,Sports,Wii,Konami Digital Entertainment
Madden NFL 09,2008,Sports,X360,Electronic Arts
PES 2009: Pro Evolution Soccer,2008,Sports,PS2,Konami Digital Entertainment
Resistance 2,2008,Shooter,PS3,Sony Computer Entertainment
Pure,2008,Racing,X360,Disney Interactive Studios
Midnight Club: Los Angeles,2008,Racing,PS3,Take-Two Interactive
